lift_threshold_pp,true_lift_pp,per_arm,total_users,treatment_messages_cost,treatment_cost_with_operations,implied_incremental_cac_at_true_lift
0.49628249999999996,0.8,23464,46928,20251.7784,23289.545159999998,124.07062499999999
