player,tourney_id,tourney_name,matches,max_round,reached_SF
Ethan Quinn,2025-0404,Indian Wells Masters,1,1,False
Ethan Quinn,2025-0418,Washington,2,3,False
Ethan Quinn,2025-0421,Canada Masters,2,2,False
Ethan Quinn,2025-0422,Cincinnati Masters,2,2,False
Ethan Quinn,2025-0424,Dallas,2,4,False
Ethan Quinn,2025-0425,Barcelona,1,3,False
Ethan Quinn,2025-0499,Delray Beach,2,4,False
Ethan Quinn,2025-0717,Houston,2,4,False
Ethan Quinn,2025-1536,Madrid Masters,2,2,False
Ethan Quinn,2025-5014,Shanghai Masters,1,1,False
Ethan Quinn,2025-7581,Chengdu,1,3,False
Ethan Quinn,2025-8994,Mallorca,2,4,False
Fabian Marozsan,2025-0308,Munich,4,6,True
Fabian Marozsan,2025-0322,Geneva,2,4,False
Fabian Marozsan,2025-0336,Hong Kong,3,5,False
Fabian Marozsan,2025-0352,Paris Masters,1,2,False
Fabian Marozsan,2025-0403,Miami Masters,1,1,False
Fabian Marozsan,2025-0404,Indian Wells Masters,2,2,False
Fabian Marozsan,2025-0407,Rotterdam,2,4,False
Fabian Marozsan,2025-0410,Monte Carlo Masters,1,2,False
Fabian Marozsan,2025-0416,Rome Masters,3,3,False
Fabian Marozsan,2025-0418,Washington,2,3,False
Fabian Marozsan,2025-0421,Canada Masters,3,3,False
Fabian Marozsan,2025-0422,Cincinnati Masters,2,2,False
Fabian Marozsan,2025-0451,Doha,2,4,False
Fabian Marozsan,2025-0495,Dubai,1,3,False
Fabian Marozsan,2025-0500,Halle,2,4,False
Fabian Marozsan,2025-0741,Eastbourne,1,3,False
Fabian Marozsan,2025-0747,Beijing,3,5,False
Fabian Marozsan,2025-1536,Madrid Masters,1,1,False
Fabian Marozsan,2025-5014,Shanghai Masters,2,2,False
Fabian Marozsan,2025-9410,Almaty,3,5,False
Fabio Fognini,2025-0321,Stuttgart,1,3,False
Fabio Fognini,2025-0360,Marrakech,1,3,False
Fabio Fognini,2025-0410,Monte Carlo Masters,1,2,False
Fabio Fognini,2025-0416,Rome Masters,1,1,False
Fabio Fognini,2025-1536,Madrid Masters,1,1,False
Fabio Fognini,2025-8994,Mallorca,1,3,False
Facundo Bagnis,2025-0319,Kitzbuhel,1,3,False
Facundo Bagnis,2025-0421,Canada Masters,2,2,False
Facundo Diaz Acosta,2025-0301,Auckland,3,5,False
Facundo Diaz Acosta,2025-0506,Buenos Aires,1,3,False
Facundo Diaz Acosta,2025-6932,Rio de Janeiro,1,3,False
Facundo Diaz Acosta,2025-8996,Santiago,1,3,False
Fajing Sun,2025-4713,Hangzhou,1,3,False
Federico Agustin Gomez,2025-0339,Brisbane,1,3,False
Federico Cina,2025-0403,Miami Masters,2,2,False
Federico Cina,2025-0416,Rome Masters,1,1,False
Federico Cina,2025-1536,Madrid Masters,2,2,False
Federico Cina,2025-7485,Brussels,1,3,False
Federico Coria,2025-0360,Marrakech,1,3,False
Federico Coria,2025-0506,Buenos Aires,2,4,False
Federico Coria,2025-8996,Santiago,3,5,False
Felipe Meligeni Alves,2025-6932,Rio de Janeiro,1,3,False
Felipe Meligeni Alves,2025-8996,Santiago,1,3,False
Felix Auger Aliassime,2025-0308,Munich,1,3,False
Felix Auger Aliassime,2025-0321,Stuttgart,3,6,True
Felix Auger Aliassime,2025-0328,Basel,3,5,False
Felix Auger Aliassime,2025-0352,Paris Masters,6,7,True
Felix Auger Aliassime,2025-0375,Montpellier,4,7,True
Felix Auger Aliassime,2025-0403,Miami Masters,2,3,False
Felix Auger Aliassime,2025-0404,Indian Wells Masters,1,2,False
Felix Auger Aliassime,2025-0407,Rotterdam,1,3,False
Felix Auger Aliassime,2025-0410,Monte Carlo Masters,1,2,False
Felix Auger Aliassime,2025-0414,Hamburg,4,6,True
Felix Auger Aliassime,2025-0421,Canada Masters,1,2,False
Felix Auger Aliassime,2025-0422,Cincinnati Masters,4,5,False
Felix Auger Aliassime,2025-0451,Doha,4,6,True
Felix Auger Aliassime,2025-0495,Dubai,5,7,True
Felix Auger Aliassime,2025-0500,Halle,2,4,False
Felix Auger Aliassime,2025-0605,Tour Finals,4,6,True
Felix Auger Aliassime,2025-1536,Madrid Masters,1,2,False
Felix Auger Aliassime,2025-5014,Shanghai Masters,4,5,False
Felix Auger Aliassime,2025-7485,Brussels,4,7,True
Felix Auger Aliassime,2025-8994,Mallorca,3,6,True
Felix Auger Aliassime,2025-8998,Adelaide,4,7,True
Filip Cristian Jianu,2025-4462,Bucharest,2,4,False
Filip Misolic,2025-0316,Bastad,3,5,False
Filip Misolic,2025-0319,Kitzbuhel,2,4,False
Filip Misolic,2025-0337,Vienna,2,4,False
Filip Misolic,2025-0429,Stockholm,1,3,False
Filip Misolic,2025-4462,Bucharest,3,5,False
Filip Misolic,2025-6242,Winston-Salem,1,2,False
Filip Misolic,2025-7581,Chengdu,1,3,False
Flavio Cobolli,2025-0301,Auckland,1,3,False
Flavio Cobolli,2025-0308,Munich,1,3,False
Flavio Cobolli,2025-0337,Vienna,2,4,False
Flavio Cobolli,2025-0341,Metz,1,4,False
Flavio Cobolli,2025-0352,Paris Masters,2,3,False
Flavio Cobolli,2025-0375,Montpellier,1,4,False
Flavio Cobolli,2025-0403,Miami Masters,1,1,False
Flavio Cobolli,2025-0404,Indian Wells Masters,1,1,False
Flavio Cobolli,2025-0407,Rotterdam,1,3,False
Flavio Cobolli,2025-0410,Monte Carlo Masters,2,3,False
Flavio Cobolli,2025-0414,Hamburg,5,7,True
Flavio Cobolli,2025-0416,Rome Masters,1,1,False
Flavio Cobolli,2025-0418,Washington,2,4,False
Flavio Cobolli,2025-0421,Canada Masters,3,4,False
Flavio Cobolli,2025-0422,Cincinnati Masters,1,2,False
Flavio Cobolli,2025-0500,Halle,3,5,False
Flavio Cobolli,2025-0741,Eastbourne,1,3,False
Flavio Cobolli,2025-0747,Beijing,2,4,False
Flavio Cobolli,2025-0807,Acapulco,1,3,False
Flavio Cobolli,2025-1536,Madrid Masters,3,3,False
Flavio Cobolli,2025-4462,Bucharest,4,7,True
Flavio Cobolli,2025-5014,Shanghai Masters,1,2,False
Flavio Cobolli,2025-9410,Almaty,2,5,False
Frances Tiafoe,2025-0311,Queen's Club,1,3,False
Frances Tiafoe,2025-0329,Tokyo,1,3,False
Frances Tiafoe,2025-0339,Brisbane,2,4,False
Frances Tiafoe,2025-0403,Miami Masters,2,3,False
Frances Tiafoe,2025-0404,Indian Wells Masters,2,3,False
Frances Tiafoe,2025-0410,Monte Carlo Masters,2,3,False
Frances Tiafoe,2025-0414,Hamburg,2,4,False
Frances Tiafoe,2025-0416,Rome Masters,1,2,False
Frances Tiafoe,2025-0418,Washington,3,5,False
Frances Tiafoe,2025-0421,Canada Masters,3,4,False
Frances Tiafoe,2025-0422,Cincinnati Masters,3,4,False
Frances Tiafoe,2025-0424,Dallas,2,4,False
Frances Tiafoe,2025-0425,Barcelona,1,3,False
Frances Tiafoe,2025-0717,Houston,4,7,True
Frances Tiafoe,2025-0807,Acapulco,2,4,False
Frances Tiafoe,2025-1536,Madrid Masters,3,4,False
Frances Tiafoe,2025-5014,Shanghai Masters,1,2,False
Francesco Passaro,2025-0314,Gstaad,2,4,False
Francesco Passaro,2025-0336,Hong Kong,1,3,False
Francesco Passaro,2025-0341,Metz,1,3,False
Francesco Passaro,2025-0416,Rome Masters,3,3,False
Francesco Passaro,2025-0439,Umag,2,4,False
Francisco Cerundolo,2025-0301,Auckland,1,4,False
Francisco Cerundolo,2025-0308,Munich,4,6,True
Francisco Cerundolo,2025-0316,Bastad,3,6,True
Francisco Cerundolo,2025-0337,Vienna,2,4,False
Francisco Cerundolo,2025-0352,Paris Masters,3,4,False
Francisco Cerundolo,2025-0403,Miami Masters,4,5,False
Francisco Cerundolo,2025-0404,Indian Wells Masters,4,5,False
Francisco Cerundolo,2025-0410,Monte Carlo Masters,2,3,False
Francisco Cerundolo,2025-0414,Hamburg,2,4,False
Francisco Cerundolo,2025-0416,Rome Masters,3,4,False
Francisco Cerundolo,2025-0421,Canada Masters,3,4,False
Francisco Cerundolo,2025-0439,Umag,1,4,False
Francisco Cerundolo,2025-0500,Halle,1,3,False
Francisco Cerundolo,2025-0506,Buenos Aires,5,7,True
Francisco Cerundolo,2025-0747,Beijing,1,3,False
Francisco Cerundolo,2025-1536,Madrid Masters,5,6,True
Francisco Cerundolo,2025-5014,Shanghai Masters,2,3,False
Francisco Cerundolo,2025-6932,Rio de Janeiro,3,5,False
Francisco Cerundolo,2025-8996,Santiago,3,6,True
Francisco Comesana,2025-0301,Auckland,1,3,False
Francisco Comesana,2025-0314,Gstaad,3,5,False
Francisco Comesana,2025-0319,Kitzbuhel,2,4,False
Francisco Comesana,2025-0352,Paris Masters,1,2,False
Francisco Comesana,2025-0403,Miami Masters,1,1,False
Francisco Comesana,2025-0414,Hamburg,1,3,False
Francisco Comesana,2025-0416,Rome Masters,2,2,False
Francisco Comesana,2025-0421,Canada Masters,2,2,False
Francisco Comesana,2025-0422,Cincinnati Masters,4,4,False
Francisco Comesana,2025-0506,Buenos Aires,1,3,False
Francisco Comesana,2025-0741,Eastbourne,1,3,False
Francisco Comesana,2025-1536,Madrid Masters,3,3,False
Francisco Comesana,2025-4462,Bucharest,3,5,False
Francisco Comesana,2025-5014,Shanghai Masters,2,2,False
Francisco Comesana,2025-6242,Winston-Salem,1,2,False
Francisco Comesana,2025-6932,Rio de Janeiro,4,6,True
Francisco Comesana,2025-7485,Brussels,2,4,False
Francisco Comesana,2025-8996,Santiago,2,4,False
Gabriel Diallo,2025-0301,Auckland,1,3,False
Gabriel Diallo,2025-0311,Queen's Club,2,4,False
Gabriel Diallo,2025-0328,Basel,1,3,False
Gabriel Diallo,2025-0329,Tokyo,1,3,False
Gabriel Diallo,2025-0336,Hong Kong,2,4,False
Gabriel Diallo,2025-0352,Paris Masters,2,3,False
Gabriel Diallo,2025-0403,Miami Masters,2,2,False
Gabriel Diallo,2025-0404,Indian Wells Masters,2,2,False
Gabriel Diallo,2025-0416,Rome Masters,1,1,False
Gabriel Diallo,2025-0418,Washington,2,4,False
Gabriel Diallo,2025-0421,Canada Masters,2,3,False
Gabriel Diallo,2025-0422,Cincinnati Masters,2,3,False
Gabriel Diallo,2025-0440,s Hertogenbosch,5,7,True
Gabriel Diallo,2025-0807,Acapulco,1,3,False
Gabriel Diallo,2025-1536,Madrid Masters,5,5,False
Gabriel Diallo,2025-4462,Bucharest,2,4,False
Gabriel Diallo,2025-5014,Shanghai Masters,3,4,False
Gabriel Diallo,2025-6242,Winston-Salem,2,4,False
Gabriel Diallo,2025-8994,Mallorca,3,5,False
Gabriel Diallo,2025-9410,Almaty,2,4,False
Gael Monfils,2025-0301,Auckland,5,7,True
Gael Monfils,2025-0311,Queen's Club,1,3,False
Gael Monfils,2025-0321,Stuttgart,1,3,False
Gael Monfils,2025-0339,Brisbane,2,4,False
Gael Monfils,2025-0403,Miami Masters,4,4,False
Gael Monfils,2025-0404,Indian Wells Masters,3,3,False
Gael Monfils,2025-0410,Monte Carlo Masters,2,3,False
Gael Monfils,2025-0414,Hamburg,1,3,False
Gael Monfils,2025-0418,Washington,1,2,False
Gael Monfils,2025-0421,Canada Masters,1,1,False
Gael Monfils,2025-0495,Dubai,1,3,False
Gael Monfils,2025-1536,Madrid Masters,2,2,False
Gael Monfils,2025-7581,Chengdu,1,3,False
George Loffhagen,2025-0741,Eastbourne,1,3,False
Gilles Arnaud Bailly,2025-7485,Brussels,2,4,False
Giovanni Mpetshi Perricard,2025-0311,Queen's Club,1,3,False
Giovanni Mpetshi Perricard,2025-0321,Stuttgart,2,4,False
Giovanni Mpetshi Perricard,2025-0328,Basel,1,3,False
Giovanni Mpetshi Perricard,2025-0339,Brisbane,4,6,True
Giovanni Mpetshi Perricard,2025-0341,Metz,1,3,False
Giovanni Mpetshi Perricard,2025-0352,Paris Masters,1,2,False
Giovanni Mpetshi Perricard,2025-0403,Miami Masters,1,2,False
Giovanni Mpetshi Perricard,2025-0404,Indian Wells Masters,2,3,False
Giovanni Mpetshi Perricard,2025-0410,Monte Carlo Masters,1,2,False
Giovanni Mpetshi Perricard,2025-0414,Hamburg,2,4,False
Giovanni Mpetshi Perricard,2025-0416,Rome Masters,1,1,False
Giovanni Mpetshi Perricard,2025-0418,Washington,1,2,False
Giovanni Mpetshi Perricard,2025-0421,Canada Masters,2,2,False
Giovanni Mpetshi Perricard,2025-0422,Cincinnati Masters,1,1,False
Giovanni Mpetshi Perricard,2025-0425,Barcelona,1,3,False
Giovanni Mpetshi Perricard,2025-0495,Dubai,2,4,False
Giovanni Mpetshi Perricard,2025-0747,Beijing,1,3,False
Giovanni Mpetshi Perricard,2025-1536,Madrid Masters,1,1,False
Giovanni Mpetshi Perricard,2025-5014,Shanghai Masters,3,4,False
Giovanni Mpetshi Perricard,2025-6242,Winston-Salem,4,6,True
Giovanni Mpetshi Perricard,2025-7485,Brussels,4,6,True
Giovanni Mpetshi Perricard,2025-7581,Chengdu,2,4,False
Giulio Zeppieri,2025-0404,Indian Wells Masters,1,1,False
Giulio Zeppieri,2025-0429,Stockholm,1,3,False
Giulio Zeppieri,2025-0439,Umag,1,3,False
Giulio Zeppieri,2025-4713,Hangzhou,2,4,False
Govind Nanda,2025-7480,Los Cabos,2,4,False
Gregoire Barrere,2025-0375,Montpellier,1,3,False
Grigor Dimitrov,2025-0339,Brisbane,4,6,True
Grigor Dimitrov,2025-0352,Paris Masters,2,3,False
Grigor Dimitrov,2025-0403,Miami Masters,5,6,True
Grigor Dimitrov,2025-0404,Indian Wells Masters,3,4,False
Grigor Dimitrov,2025-0410,Monte Carlo Masters,4,5,False
Grigor Dimitrov,2025-0416,Rome Masters,1,2,False
Grigor Dimitrov,2025-0451,Doha,1,3,False
Grigor Dimitrov,2025-0495,Dubai,1,3,False
Grigor Dimitrov,2025-1536,Madrid Masters,3,4,False
Gustavo Heide,2025-6932,Rio de Janeiro,1,3,False
Gustavo Heide,2025-8996,Santiago,2,4,False
Hady Habib,2025-0451,Doha,1,3,False
Hady Habib,2025-0495,Dubai,1,3,False
Hady Habib,2025-7480,Los Cabos,1,3,False
Hamad Medjedovic,2025-0329,Tokyo,1,3,False
Hamad Medjedovic,2025-0337,Vienna,1,3,False
Hamad Medjedovic,2025-0403,Miami Masters,1,1,False
Hamad Medjedovic,2025-0416,Rome Masters,1,1,False
Hamad Medjedovic,2025-0422,Cincinnati Masters,3,3,False
Hamad Medjedovic,2025-0425,Barcelona,2,4,False
Hamad Medjedovic,2025-0451,Doha,2,4,False
Hamad Medjedovic,2025-0496,Marseille,5,7,True
Hamad Medjedovic,2025-1536,Madrid Masters,1,1,False
Hamad Medjedovic,2025-5014,Shanghai Masters,1,1,False
Hamad Medjedovic,2025-6242,Winston-Salem,4,5,False
Hamad Medjedovic,2025-8994,Mallorca,3,5,False
Hamad Medjedovic,2025-9410,Almaty,1,3,False
Harold Mayot,2025-0375,Montpellier,1,3,False
Harold Mayot,2025-0407,Rotterdam,1,3,False
Harold Mayot,2025-0496,Marseille,1,3,False
Harold Mayot,2025-1536,Madrid Masters,2,2,False
Henry Bernet,2025-0328,Basel,1,3,False
Holger Rune,2025-0311,Queen's Club,3,5,False
Holger Rune,2025-0329,Tokyo,3,5,False
Holger Rune,2025-0339,Brisbane,1,3,False
Holger Rune,2025-0403,Miami Masters,1,2,False
Holger Rune,2025-0404,Indian Wells Masters,6,7,True
Holger Rune,2025-0407,Rotterdam,2,4,False
Holger Rune,2025-0410,Monte Carlo Masters,1,2,False
Holger Rune,2025-0416,Rome Masters,2,3,False
Holger Rune,2025-0421,Canada Masters,3,4,False
Holger Rune,2025-0422,Cincinnati Masters,4,5,False
Holger Rune,2025-0425,Barcelona,5,7,True
Holger Rune,2025-0429,Stockholm,3,6,True
Holger Rune,2025-0506,Buenos Aires,1,4,False
Holger Rune,2025-0807,Acapulco,2,4,False
Holger Rune,2025-1536,Madrid Masters,1,2,False
Holger Rune,2025-5014,Shanghai Masters,4,5,False
Hubert Hurkacz,2025-0322,Geneva,5,7,True
Hubert Hurkacz,2025-0404,Indian Wells Masters,2,3,False
Hubert Hurkacz,2025-0407,Rotterdam,4,6,True
Hubert Hurkacz,2025-0416,Rome Masters,4,5,False
Hubert Hurkacz,2025-0440,s Hertogenbosch,2,4,False
Hubert Hurkacz,2025-0496,Marseille,1,4,False
Hubert Hurkacz,2025-1536,Madrid Masters,1,2,False
Hugo Dellien,2025-0316,Bastad,1,3,False
Hugo Dellien,2025-0360,Marrakech,2,4,False
Hugo Dellien,2025-0416,Rome Masters,2,3,False
Hugo Dellien,2025-0421,Canada Masters,1,1,False
Hugo Dellien,2025-0422,Cincinnati Masters,1,1,False
Hugo Dellien,2025-6932,Rio de Janeiro,1,3,False
Hugo Gaston,2025-0316,Bastad,2,4,False
Hugo Gaston,2025-0319,Kitzbuhel,1,3,False
Hugo Gaston,2025-0322,Geneva,1,3,False
Hugo Gaston,2025-0341,Metz,2,4,False
Hugo Gaston,2025-0360,Marrakech,2,4,False
Hugo Gaston,2025-0403,Miami Masters,2,2,False
Hugo Gaston,2025-0404,Indian Wells Masters,2,2,False
Hugo Gaston,2025-0416,Rome Masters,1,1,False
Hugo Gaston,2025-0421,Canada Masters,2,2,False
Hugo Gaston,2025-0422,Cincinnati Masters,1,1,False
Hugo Gaston,2025-0506,Buenos Aires,1,3,False
Hugo Gaston,2025-1536,Madrid Masters,1,1,False
Hugo Gaston,2025-6242,Winston-Salem,1,2,False
Hugo Gaston,2025-6932,Rio de Janeiro,1,3,False
Hugo Gaston,2025-8996,Santiago,1,3,False
Hugo Grenier,2025-0496,Marseille,2,4,False
Ignacio Buse,2025-0314,Gstaad,4,6,True
Ignacio Buse,2025-0319,Kitzbuhel,1,3,False
Ignacio Buse,2025-8996,Santiago,1,3,False
Isaac Becroft,2025-0301,Auckland,1,3,False
Ivan Gakhov,2025-0322,Geneva,1,3,False
Ivan Ivanov,2025-5100,Athens,1,3,False
Jack Draper,2025-0311,Queen's Club,4,6,True
Jack Draper,2025-0403,Miami Masters,1,2,False
Jack Draper,2025-0404,Indian Wells Masters,6,7,True
Jack Draper,2025-0410,Monte Carlo Masters,2,4,False
Jack Draper,2025-0416,Rome Masters,4,5,False
Jack Draper,2025-0451,Doha,5,7,True
Jack Draper,2025-1536,Madrid Masters,6,7,True
Jack Pinnington Jones,2025-0741,Eastbourne,1,3,False
Jacob Fearnley,2025-0311,Queen's Club,3,5,False
Jacob Fearnley,2025-0321,Stuttgart,1,3,False
Jacob Fearnley,2025-0322,Geneva,2,4,False
Jacob Fearnley,2025-0337,Vienna,1,3,False
Jacob Fearnley,2025-0352,Paris Masters,1,2,False
Jacob Fearnley,2025-0403,Miami Masters,2,2,False
Jacob Fearnley,2025-0404,Indian Wells Masters,1,1,False
Jacob Fearnley,2025-0416,Rome Masters,2,2,False
Jacob Fearnley,2025-0421,Canada Masters,1,1,False
Jacob Fearnley,2025-0422,Cincinnati Masters,1,1,False
Jacob Fearnley,2025-0425,Barcelona,2,4,False
Jacob Fearnley,2025-0429,Stockholm,2,4,False
Jacob Fearnley,2025-0741,Eastbourne,2,4,False
Jacob Fearnley,2025-1536,Madrid Masters,3,3,False
Jacob Fearnley,2025-5100,Athens,1,3,False
Jacob Fearnley,2025-6242,Winston-Salem,1,3,False
Jaime Faria,2025-0316,Bastad,1,3,False
Jaime Faria,2025-0319,Kitzbuhel,1,3,False
Jaime Faria,2025-6932,Rio de Janeiro,3,5,False
Jaime Faria,2025-8996,Santiago,3,5,False
Jakub Mensik,2025-0301,Auckland,3,5,False
Jakub Mensik,2025-0308,Munich,1,3,False
Jakub Mensik,2025-0311,Queen's Club,2,4,False
Jakub Mensik,2025-0328,Basel,2,4,False
Jakub Mensik,2025-0339,Brisbane,3,5,False
Jakub Mensik,2025-0403,Miami Masters,7,7,True
Jakub Mensik,2025-0404,Indian Wells Masters,2,2,False
Jakub Mensik,2025-0407,Rotterdam,2,4,False
Jakub Mensik,2025-0416,Rome Masters,3,4,False
Jakub Mensik,2025-0421,Canada Masters,2,3,False
Jakub Mensik,2025-0422,Cincinnati Masters,2,3,False
Jakub Mensik,2025-0741,Eastbourne,2,5,False
Jakub Mensik,2025-0747,Beijing,3,5,False
Jakub Mensik,2025-0807,Acapulco,1,3,False
Jakub Mensik,2025-1536,Madrid Masters,4,5,False
Jakub Mensik,2025-5014,Shanghai Masters,1,2,False
James Duckworth,2025-0321,Stuttgart,1,3,False
James Duckworth,2025-0421,Canada Masters,2,2,False
James Duckworth,2025-0424,Dallas,1,3,False
James Duckworth,2025-0717,Houston,1,3,False
James Duckworth,2025-0741,Eastbourne,2,4,False
James Duckworth,2025-7480,Los Cabos,3,5,False
James Duckworth,2025-8998,Adelaide,1,3,False
James Duckworth,2025-9410,Almaty,4,6,True
James Mccabe,2025-7480,Los Cabos,1,3,False
James Trotter,2025-0499,Delray Beach,1,3,False
James Trotter,2025-5014,Shanghai Masters,1,1,False
Jan Choinski,2025-0341,Metz,1,3,False
Jan Lennard Struff,2025-0301,Auckland,2,4,False
Jan Lennard Struff,2025-0308,Munich,1,3,False
Jan Lennard Struff,2025-0314,Gstaad,1,3,False
Jan Lennard Struff,2025-0319,Kitzbuhel,3,5,False
Jan Lennard Struff,2025-0321,Stuttgart,2,4,False
Jan Lennard Struff,2025-0403,Miami Masters,1,1,False
Jan Lennard Struff,2025-0404,Indian Wells Masters,1,1,False
Jan Lennard Struff,2025-0407,Rotterdam,1,3,False
Jan Lennard Struff,2025-0410,Monte Carlo Masters,1,2,False
Jan Lennard Struff,2025-0414,Hamburg,1,3,False
Jan Lennard Struff,2025-0451,Doha,1,3,False
Jan Lennard Struff,2025-0495,Dubai,1,3,False
Jan Lennard Struff,2025-0496,Marseille,3,5,False
Jan Lennard Struff,2025-0500,Halle,1,3,False
Jan Lennard Struff,2025-1536,Madrid Masters,2,2,False
Jan Lennard Struff,2025-5100,Athens,1,3,False
Jan Lennard Struff,2025-9410,Almaty,3,5,False
Jannik Sinner,2025-0337,Vienna,5,7,True
Jannik Sinner,2025-0352,Paris Masters,5,7,True
Jannik Sinner,2025-0416,Rome Masters,6,7,True
Jannik Sinner,2025-0422,Cincinnati Masters,6,7,True
Jannik Sinner,2025-0500,Halle,2,4,False
Jannik Sinner,2025-0605,Tour Finals,5,7,True
Jannik Sinner,2025-0747,Beijing,5,7,True
Jannik Sinner,2025-5014,Shanghai Masters,2,3,False
Jaume Munar,2025-0311,Queen's Club,2,4,False
Jaume Munar,2025-0322,Geneva,1,3,False
Jaume Munar,2025-0328,Basel,4,6,True
Jaume Munar,2025-0329,Tokyo,1,3,False
Jaume Munar,2025-0336,Hong Kong,4,6,True
Jaume Munar,2025-0352,Paris Masters,1,2,False
Jaume Munar,2025-0360,Marrakech,1,3,False
Jaume Munar,2025-0403,Miami Masters,3,3,False
Jaume Munar,2025-0404,Indian Wells Masters,1,1,False
Jaume Munar,2025-0416,Rome Masters,4,4,False
Jaume Munar,2025-0418,Washington,2,3,False
Jaume Munar,2025-0421,Canada Masters,2,2,False
Jaume Munar,2025-0422,Cincinnati Masters,1,1,False
Jaume Munar,2025-0424,Dallas,4,6,True
Jaume Munar,2025-0425,Barcelona,2,4,False
Jaume Munar,2025-1536,Madrid Masters,1,1,False
Jaume Munar,2025-5014,Shanghai Masters,4,4,False
Jaume Munar,2025-6242,Winston-Salem,3,5,False
Jaume Munar,2025-6932,Rio de Janeiro,2,4,False
Jaume Munar,2025-8994,Mallorca,1,3,False
Jenson Brooksby,2025-0311,Queen's Club,1,3,False
Jenson Brooksby,2025-0328,Basel,2,4,False
Jenson Brooksby,2025-0329,Tokyo,4,6,True
Jenson Brooksby,2025-0403,Miami Masters,1,1,False
Jenson Brooksby,2025-0404,Indian Wells Masters,3,3,False
Jenson Brooksby,2025-0418,Washington,1,2,False
Jenson Brooksby,2025-0421,Canada Masters,1,1,False
Jenson Brooksby,2025-0422,Cincinnati Masters,3,3,False
Jenson Brooksby,2025-0424,Dallas,1,3,False
Jenson Brooksby,2025-0717,Houston,5,7,True
Jenson Brooksby,2025-0741,Eastbourne,5,7,True
Jenson Brooksby,2025-5014,Shanghai Masters,2,2,False
Jerome Kym,2025-0314,Gstaad,3,5,False
Jesper De Jong,2025-0316,Bastad,5,7,True
Jesper De Jong,2025-0360,Marrakech,2,4,False
Jesper De Jong,2025-0375,Montpellier,4,6,True
Jesper De Jong,2025-0416,Rome Masters,3,3,False
Jesper De Jong,2025-0425,Barcelona,1,3,False
Jesper De Jong,2025-0429,Stockholm,1,3,False
Jesper De Jong,2025-0439,Umag,3,5,False
Jesper De Jong,2025-0440,s Hertogenbosch,1,3,False
Jesper De Jong,2025-0500,Halle,1,3,False
Jesper De Jong,2025-5014,Shanghai Masters,3,3,False
Jiri Lehecka,2025-0311,Queen's Club,5,7,True
Jiri Lehecka,2025-0321,Stuttgart,3,5,False
Jiri Lehecka,2025-0328,Basel,1,3,False
Jiri Lehecka,2025-0339,Brisbane,5,7,True
Jiri Lehecka,2025-0352,Paris Masters,1,2,False
Jiri Lehecka,2025-0403,Miami Masters,1,2,False
Jiri Lehecka,2025-0404,Indian Wells Masters,1,2,False
Jiri Lehecka,2025-0407,Rotterdam,2,4,False
Jiri Lehecka,2025-0410,Monte Carlo Masters,2,3,False
Jiri Lehecka,2025-0414,Hamburg,3,5,False
Jiri Lehecka,2025-0416,Rome Masters,1,1,False
Jiri Lehecka,2025-0418,Washington,2,4,False
Jiri Lehecka,2025-0421,Canada Masters,3,4,False
Jiri Lehecka,2025-0422,Cincinnati Masters,3,4,False
Jiri Lehecka,2025-0451,Doha,4,6,True
Jiri Lehecka,2025-0495,Dubai,1,3,False
Jiri Lehecka,2025-1536,Madrid Masters,1,2,False
Jiri Lehecka,2025-5014,Shanghai Masters,3,4,False
Jiri Lehecka,2025-7485,Brussels,4,7,True
Joao Fonseca,2025-0328,Basel,5,7,True
Joao Fonseca,2025-0352,Paris Masters,2,3,False
Joao Fonseca,2025-0403,Miami Masters,3,3,False
Joao Fonseca,2025-0404,Indian Wells Masters,2,2,False
Joao Fonseca,2025-0416,Rome Masters,1,1,False
Joao Fonseca,2025-0421,Canada Masters,1,1,False
Joao Fonseca,2025-0422,Cincinnati Masters,3,3,False
Joao Fonseca,2025-0500,Halle,1,3,False
Joao Fonseca,2025-0506,Buenos Aires,5,7,True
Joao Fonseca,2025-0741,Eastbourne,2,4,False
Joao Fonseca,2025-1536,Madrid Masters,2,2,False
Joao Fonseca,2025-6932,Rio de Janeiro,1,3,False
Joao Fonseca,2025-7485,Brussels,1,3,False
Joel Schwaerzler,2025-0319,Kitzbuhel,1,3,False
Jordan Thompson,2025-0311,Queen's Club,1,3,False
Jordan Thompson,2025-0329,Tokyo,1,3,False
Jordan Thompson,2025-0339,Brisbane,3,5,False
Jordan Thompson,2025-0403,Miami Masters,3,3,False
Jordan Thompson,2025-0404,Indian Wells Masters,1,1,False
Jordan Thompson,2025-0410,Monte Carlo Masters,2,3,False
Jordan Thompson,2025-0416,Rome Masters,2,2,False
Jordan Thompson,2025-0422,Cincinnati Masters,1,1,False
Jordan Thompson,2025-0440,s Hertogenbosch,2,4,False
Jordan Thompson,2025-0717,Houston,1,3,False
Jordan Thompson,2025-5014,Shanghai Masters,2,2,False
Jordan Thompson,2025-7581,Chengdu,1,3,False
Juan Alejandro Hernandez Serrano,2025-7480,Los Cabos,2,4,False
Juan Manuel Cerundolo,2025-0314,Gstaad,5,7,True
Juan Manuel Cerundolo,2025-0360,Marrakech,1,3,False
Juan Manuel Cerundolo,2025-0506,Buenos Aires,2,4,False
Juan Manuel Cerundolo,2025-1536,Madrid Masters,3,3,False
