price,tax,other_variable_cost,cac,net_sales,gateway_cost,pre_marketing_contribution,after_acquisition,contribution_pct_receipts,scope
899,0.18,30,175,761.8644067796611,21.2164,710.648006779661,535.648006779661,0.7904872155502347,"Assumption scenario, not observed FanCode margin"
899,0.18,30,200,761.8644067796611,21.2164,710.648006779661,510.64800677966105,0.7904872155502347,"Assumption scenario, not observed FanCode margin"
899,0.18,60,0,761.8644067796611,21.2164,680.648006779661,680.648006779661,0.7571168039818255,"Assumption scenario, not observed FanCode margin"
899,0.18,60,150,761.8644067796611,21.2164,680.648006779661,530.648006779661,0.7571168039818255,"Assumption scenario, not observed FanCode margin"
899,0.18,60,175,761.8644067796611,21.2164,680.648006779661,505.64800677966105,0.7571168039818255,"Assumption scenario, not observed FanCode margin"
899,0.18,60,200,761.8644067796611,21.2164,680.648006779661,480.64800677966105,0.7571168039818255,"Assumption scenario, not observed FanCode margin"
999,0.0,10,0,999.0,23.5764,965.4236,965.4236,0.9663899899899899,"Assumption scenario, not observed FanCode margin"
999,0.0,10,150,999.0,23.5764,965.4236,815.4236,0.9663899899899899,"Assumption scenario, not observed FanCode margin"
999,0.0,10,175,999.0,23.5764,965.4236,790.4236,0.9663899899899899,"Assumption scenario, not observed FanCode margin"
999,0.0,10,200,999.0,23.5764,965.4236,765.4236,0.9663899899899899,"Assumption scenario, not observed FanCode margin"
999,0.0,30,0,999.0,23.5764,945.4236,945.4236,0.9463699699699699,"Assumption scenario, not observed FanCode margin"
999,0.0,30,150,999.0,23.5764,945.4236,795.4236,0.9463699699699699,"Assumption scenario, not observed FanCode margin"
999,0.0,30,175,999.0,23.5764,945.4236,770.4236,0.9463699699699699,"Assumption scenario, not observed FanCode margin"
999,0.0,30,200,999.0,23.5764,945.4236,745.4236,0.9463699699699699,"Assumption scenario, not observed FanCode margin"
999,0.0,60,0,999.0,23.5764,915.4236,915.4236,0.9163399399399399,"Assumption scenario, not observed FanCode margin"
999,0.0,60,150,999.0,23.5764,915.4236,765.4236,0.9163399399399399,"Assumption scenario, not observed FanCode margin"
999,0.0,60,175,999.0,23.5764,915.4236,740.4236,0.9163399399399399,"Assumption scenario, not observed FanCode margin"
999,0.0,60,200,999.0,23.5764,915.4236,715.4236,0.9163399399399399,"Assumption scenario, not observed FanCode margin"
999,0.18,10,0,846.6101694915254,23.5764,813.0337694915254,813.0337694915254,0.8138476171086341,"Assumption scenario, not observed FanCode margin"
999,0.18,10,150,846.6101694915254,23.5764,813.0337694915254,663.0337694915254,0.8138476171086341,"Assumption scenario, not observed FanCode margin"
999,0.18,10,175,846.6101694915254,23.5764,813.0337694915254,638.0337694915254,0.8138476171086341,"Assumption scenario, not observed FanCode margin"
999,0.18,10,200,846.6101694915254,23.5764,813.0337694915254,613.0337694915254,0.8138476171086341,"Assumption scenario, not observed FanCode margin"
999,0.18,30,0,846.6101694915254,23.5764,793.0337694915254,793.0337694915254,0.7938275970886141,"Assumption scenario, not observed FanCode margin"
999,0.18,30,150,846.6101694915254,23.5764,793.0337694915254,643.0337694915254,0.7938275970886141,"Assumption scenario, not observed FanCode margin"
999,0.18,30,175,846.6101694915254,23.5764,793.0337694915254,618.0337694915254,0.7938275970886141,"Assumption scenario, not observed FanCode margin"
999,0.18,30,200,846.6101694915254,23.5764,793.0337694915254,593.0337694915254,0.7938275970886141,"Assumption scenario, not observed FanCode margin"
999,0.18,60,0,846.6101694915254,23.5764,763.0337694915254,763.0337694915254,0.7637975670585839,"Assumption scenario, not observed FanCode margin"
999,0.18,60,150,846.6101694915254,23.5764,763.0337694915254,613.0337694915254,0.7637975670585839,"Assumption scenario, not observed FanCode margin"
999,0.18,60,175,846.6101694915254,23.5764,763.0337694915254,588.0337694915254,0.7637975670585839,"Assumption scenario, not observed FanCode margin"
999,0.18,60,200,846.6101694915254,23.5764,763.0337694915254,563.0337694915254,0.7637975670585839,"Assumption scenario, not observed FanCode margin"
